Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	ACT_SITE:Charge relay system	26	7.242339832869081	1.981737412893156E-14	PNLIPRP1, PRSS1, KLK1, TMPRSS4, HPN, PCSK9, PLAT, PRSS22, KLK8, KLK7, PLAU, LIPH, CTSG, PRSS3, PRSS2, CTRB2, CTRB1, CEL, PRSS36, KLK10, KLK11, FAP, CTRL, CTRC, MGLL, PNLIP	350	209	20583	7.3158988380041015	3.3358205087097303E-11	1.6725863764818235E-11	1.6517781336464455E-11
UP_KW_MOLECULAR_FUNCTION	KW-0720~Serine protease	22	6.128133704735376	4.79696013098544E-14	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PCSK9, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, FAP, PLAU, CTSG, PRSS3, CTRC, PRSS2, RHBDL2	206	144	11871	8.804004854368932	3.5491609651217004E-12	3.549750496929226E-12	3.453811294309517E-12
UP_KW_MOLECULAR_FUNCTION	KW-0645~Protease	38	10.584958217270195	8.498824594386042E-13	PRSS1, CPB1, KLK1, TMPRSS4, HPN, PCSK9, PLAT, PRSS22, KLK8, KLK7, CAPN8, ADAM28, CAPN9, PLAU, ANPEP, CTSG, PRSS3, CTSE, PRSS2, RHBDL2, CPA2, CPA1, MMP7, MMP1, CTRB2, CTRB1, PRSS36, KLK10, MMP9, KLK11, MMP12, MMP11, FAP, CTRL, MMP17, DPEP1, ADAM8, CTRC	206	553	11871	3.959848311943679	6.289080367594124E-11	3.144565099922835E-11	3.059576853978975E-11
INTERPRO	IPR018114:Peptidase S1, trypsin family, active site	19	5.2924791086350975	1.035923121971448E-12	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, PLAU, CTSG, PRSS3, CTRC, PRSS2	347	109	19129	9.60925891653227	6.733669177805268E-10	6.733500292814411E-10	6.495237974760978E-10
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	19	5.2924791086350975	2.279385901391081E-12	COL17A1, CPA2, PRSS1, CPA1, CPB1, KCNE3, CTRB2, COL11A1, CTRB1, COL1A1, COL3A1, COL1A2, CTRL, FXYD2, COL8A2, COL10A1, KCNN4, PRSS3, PRSS2	178	103	8586	8.897894622013744	5.584527285051877E-10	5.584495458408148E-10	5.35655686826904E-10
UP_SEQ_FEATURE	DOMAIN:Peptidase S1	19	5.2924791086350975	3.4843925451459645E-12	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, PLAU, CTSG, PRSS3, CTRC, PRSS2	350	124	20583	9.010990783410138	5.881726217182859E-9	1.5783208500148866E-9	1.5586853418097252E-9
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	132	36.768802228412255	3.740096800983144E-12	SPARC, TNFRSF6B, AQP8, LY75, PLAT, AQP5, CLU, CDH3, VSIG1, DMBT1, VSIG2, PLAU, CDH1, ANPEP, LIPH, SLC39A5, FAM3D, PDIA2, POSTN, AMY1C, WNT5A, SLC6A14, TM4SF5, DKK1, TPST2, SFRP4, FNDC1, PLA2G10, DPEP1, ADAM8, ERP27, MXRA5, PNLIP, COL17A1, ADCYAP1R1, KCNE3, KLK1, TTYH1, NTM, HPN, TACSTD2, IL20RB, MST1R, CUZD1, KLK8, KLK7, FUT3, EFNB1, C6, TSPAN8, TSPAN3, TSPAN1, BTNL8, WNT10A, REG4, GP2, INHBA, COL1A1, COL1A2, TRPV6, CTRL, LCN2, SERPINI2, NOX4, FGFR4, CTRC, SFTA2, ST6GALNAC1, SLC44A4, PSCA, SLC2A1, PCSK9, LAMC2, PRSS22, SERPINA6, MUC13, ITGB6, CD36, CCR6, CTSE, TMED6, MYOC, MMP1, ITGA2, TMC7, MMP9, SERPINB5, F5, CEACAM3, MMP12, ANO1, VCAN, GPRC5A, CEACAM7, CEACAM6, CEACAM5, MMP17, CDH11, B3GNT3, LTB, DNASE1, MET, CLRN3, ITIH4, COL11A1, SLC43A1, LAMA3, TMPRSS4, THBS2, CST6, ADAM28, MUC1, EPCAM, GCNT3, MAL2, UGT1A8, UGT1A6, CTHRC1, GABRP, GALNT5, GALNT3, LAMB3, PRSS36, SULF1, KLK10, LYVE1, KLK11, HS3ST1, SULF2, NPHS1, FAP, KCNK1	350	4417	20583	1.7574669297195902	6.313321421203E-9	1.5783208500148866E-9	1.5586853418097252E-9
INTERPRO	IPR001314:Peptidase S1A, chymotrypsin-type	19	5.2924791086350975	4.2009359083706135E-12	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, PLAU, CTSG, PRSS3, CTRC, PRSS2	347	118	19129	8.87634933815269	2.7306323868714344E-9	1.3653041702204494E-9	1.3169934072741873E-9
UP_KW_CELLULAR_COMPONENT	KW-0272~Extracellular matrix	27	7.520891364902507	9.894647289951641E-12	COL17A1, LAD1, SPARC, COL11A1, LAMA3, DPT, LAMC2, COL10A1, CTHRC1, POSTN, WNT10A, MMP7, LAMB3, MYOC, MMP1, WNT5A, PRSS36, MMP9, MMP12, COL1A1, MMP11, COL3A1, VCAN, COL1A2, MMP17, COL8A2, TFF3	327	278	17831	5.295987063560161	3.463124231828374E-10	1.7315632757415372E-10	1.5831435663922626E-10
INTERPRO	IPR001254:Peptidase S1	19	5.2924791086350975	1.314565598903233E-11	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, PLAU, CTSG, PRSS3, CTRC, PRSS2	347	126	19129	8.312771602396964	8.544709384494809E-9	2.8482254642903383E-9	2.747442101707757E-9
GOTERM_CC_DIRECT	GO:0009986~cell surface	40	11.142061281337048	1.5067128401411955E-11	ADCYAP1R1, SPARC, PLA2G1B, HPN, PCSK9, PLAT, IL27, MST1R, CUZD1, SLC4A4, CLU, EFNB1, LGALS3, TSPAN8, PLAU, EPCAM, CA4, CTSG, CCR6, ITGB6, CD36, S100A10, FGFBP1, ITGA2, WNT5A, GP2, LMO7, CEL, SULF1, SULF2, CEACAM3, SFRP4, FAP, CEACAM7, CEACAM6, CEACAM5, ADAM8, SLC26A9, CRYAB, MET	354	658	20660	3.547816530146137	5.032434691187859E-9	1.2581052215178983E-9	1.1790027974104855E-9
KEGG_PATHWAY	hsa04972:Pancreatic secretion	18	5.013927576601671	2.1243674480673782E-11	PRKCG, PNLIPRP1, CPA2, PRSS1, CPA1, CPB1, PLA2G1B, CTRB2, CTRB1, AMY1C, CEL, SLC4A4, CTRL, FXYD2, PLA2G10, PRSS3, PRSS2, PNLIP	178	102	8586	8.512227362855254	5.2047000043131675E-9	2.6023501238825384E-9	2.4961317514791692E-9
SMART	SM00020:Tryp_SPc	19	5.2924791086350975	2.2418029911198738E-11	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, PLAU, CTSG, PRSS3, CTRC, PRSS2	203	123	10366	7.8879410468981535	3.4075462451710337E-9	3.4075405465022082E-9	3.340286456768612E-9
INTERPRO	IPR009003:Trypsin-like cysteine/serine peptidase domain	19	5.2924791086350975	4.2925208644325223E-11	PRSS1, KLK1, CTRB2, CTRB1, TMPRSS4, HPN, PLAT, PRSS36, PRSS22, KLK8, KLK10, KLK11, KLK7, CTRL, PLAU, CTSG, PRSS3, CTRC, PRSS2	347	135	19129	7.758586828903832	2.7901391863593972E-8	6.9753464047028485E-9	6.728526454997979E-9
UP_KW_LIGAND	KW-0106~Calcium	52	14.484679665738161	1.2415969515701597E-10	PNLIPRP1, PRSS1, SPARC, PCSK9, OGDHL, GUCA1C, CAPN8, CAPN9, CDH3, CDH1, COL10A1, ITGB6, PRSS3, PRSS2, PLS1, PRKCG, MMP7, S100A2, MYOC, ANXA3, MMP1, ITGA2, AMY1C, MMP9, F5, MMP12, ANO1, MMP11, VCAN, PLA2G10, MMP17, CDH11, S100A6, RGN, DNASE1, PNLIP, PLA2G1B, COL11A1, ITLN2, ATP2C2, THBS2, VILL, SYT3, SULF1, SULF2, COL1A1, COL3A1, GJB2, COL1A2, TRPV6, ALB, S100P	147	972	6902	2.5118557711150302	4.221429206197058E-9	4.221429635338543E-9	3.848950549867495E-9
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	21	5.8495821727019495	1.4178562603983707E-10	COL17A1, POSTN, MMP7, MIA, MMP1, COL11A1, ITGA2, SPINK5, MMP9, SERPINB5, MMP12, COL1A1, MMP11, COL3A1, COL1A2, ELF3, MMP17, COL8A2, COL10A1, ITGB6, MATN3	340	190	19462	6.326656346749226	2.8357112635823967E-7	1.4178562603983706E-7	1.3937527039715984E-7
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	18	5.013927576601671	6.707440591922616E-10	COL17A1, POSTN, SPARC, LAMB3, COL11A1, LAMA3, GP2, DPT, LAMC2, THBS2, COL1A1, COL3A1, COL1A2, COL8A2, COL10A1, MXRA5, MATN3, CTHRC1	347	139	18976	7.081624613853586	3.7964104104837304E-7	1.8982056875141003E-7	1.8411924424827583E-7
UP_KW_PTM	KW-0325~Glycoprotein	147	40.947075208913645	2.4841860813119728E-9	SPARC, TNFRSF6B, REG1B, AQP8, CTNND2, LY75, PLAT, AQP5, CLU, SLC4A4, CDH3, VSIG1, DMBT1, VSIG2, PLAU, CDH1, ANPEP, LIPH, SLC39A5, FAM3D, PDIA2, POSTN, AMY1C, WNT5A, SLC6A14, TM4SF5, CEL, DKK1, TPST2, SFRP4, FNDC1, PLA2G10, DPEP1, ADAM8, ERP27, MXRA5, PNLIP, COL17A1, ADCYAP1R1, KCNE3, KLK1, TTYH1, NTM, HPN, TACSTD2, IL20RB, MST1R, CUZD1, KLK8, KLK7, FUT3, EFNB1, C6, TSPAN8, TSPAN3, TSPAN1, BTNL8, WNT10A, REG4, GP2, INHBA, COL1A1, COL1A2, TRPV6, CTRL, ALB, LCN2, SERPINI2, NOX4, FGFR4, CTRC, SFTA2, ST6GALNAC1, SLC44A4, PSCA, SLC2A1, HBB, PCSK9, LAMC2, IL27, PRSS22, SERPINA6, CA4, MUC13, CTSG, ITGB6, CD36, CCR6, CTSE, TMED6, FGFBP1, MYOC, MMP1, ITGA2, TMC7, HBA2, HBA1, MMP9, SERPINB5, F5, CEACAM3, MMP12, ANO1, VCAN, GPRC5A, CEACAM7, CEACAM6, CEACAM5, MMP17, CDH11, B3GNT3, PPARG, LTB, DNASE1, CRYAB, MET, CLRN3, ITIH4, COL11A1, SLC43A1, LAMA3, TMPRSS4, THBS2, CST6, ADAM28, MUC1, EPCAM, GCNT3, MAL2, UGT1A8, UGT1A6, CTHRC1, GABRP, GALNT5, GALNT3, LAMB3, PRSS36, SULF1, KLK10, LYVE1, KLK11, HS3ST1, SULF2, COL3A1, NPHS1, FAP, KCNK1	291	4781	14201	1.500460370409503	6.210465008926747E-8	2.152961270470376E-8	1.7389302569183808E-8
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	27	7.520891364902507	1.0046435585190867E-8	SLC44A4, AQP8, HPN, SLC43A1, SLC2A1, AKAP7, AQP5, MUC1, EPCAM, CA4, NHS, MAL2, MUC13, CD36, SLC16A3, SLC6A14, GP2, LMO7, ANO1, ATP4A, CEACAM7, CEACAM6, MYO1A, CEACAM5, DPEP1, SLC26A9, KCNK1	354	408	20660	3.8621635094715856	3.355503868318621E-6	6.711018970907499E-7	6.289068676329483E-7
GOTERM_BP_DIRECT	GO:0007586~digestion	9	2.5069637883008355	3.27025356797808E-8	CAPN8, PRSS1, CAPN9, CLPS, SST, CTRB2, CTRB1, PRSS3, PRSS2	340	30	19462	17.17235294117647	6.540293356327442E-5	2.18016904531872E-5	2.1431061715483017E-5
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	10	2.785515320334262	8.293968800952821E-8	MMP12, MMP11, PRSS1, MMP7, MMP1, ADAM8, CTSG, PRSS2, MMP9, KLK7	340	46	19462	12.443734015345267	1.658656256676716E-4	4.146984400476411E-5	4.0764856656683115E-5
UP_SEQ_FEATURE	DISULFID:Interchain	17	4.735376044568245	9.839523481217282E-8	PDIA2, LAMB3, COL11A1, FGL1, LAMA3, LAMC2, INHBA, THBS2, COL1A1, LGALS3, COL3A1, CDH1, TFF3, DPEP1, SCGB3A1, CTSE, KCNK1	350	183	20583	5.463091334894614	1.6607737222218422E-4	3.3218231272589546E-5	3.280497128637841E-5
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	19	5.2924791086350975	5.598570326508467E-7	COL17A1, POSTN, MMP7, MMP1, COL11A1, WNT5A, MMP9, MMP12, COL1A1, MMP11, COL3A1, VCAN, COL1A2, DMBT1, MMP17, COL8A2, COL10A1, PRSS2, MATN3	354	259	20660	4.281351569487163	1.8697481926976955E-4	3.11653748175638E-5	2.9205875203285833E-5
GOTERM_CC_DIRECT	GO:0030141~secretory granule	12	3.3426183844011144	8.315773608326654E-7	COL1A1, KLK1, PLA2G1B, TMPRSS4, TFF3, SPACA3, CTSG, PLAT, KLK8, KLK10, KLK7, KLK11	354	97	20660	7.219989515988118	2.7770838589691316E-4	3.9678119788301466E-5	3.718338770580347E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0222~Digestion	6	1.6713091922005572	8.880311314999634E-7	PRSS1, CLPS, CTRB2, CTRB1, PRSS3, PRSS2	191	12	11376	29.780104712041886	7.192796665100865E-5	7.193052165149703E-5	6.837839712549717E-5
GOTERM_MF_DIRECT	GO:0008236~serine-type peptidase activity	10	2.785515320334262	1.1306127901760095E-6	CTRL, FAP, HPN, TMPRSS4, CTSG, PRSS3, KLK10, PRSS2, KLK7, KLK11	347	59	18976	9.268793044497631	6.397224912474408E-4	1.7923025767789465E-4	1.7384701672290488E-4
GOTERM_BP_DIRECT	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	13	3.6211699164345403	1.1496396169151375E-6	REG3A, PLA2G1B, REG1B, REG3G, CXCL13, CXCL14, CXCL5, LGALS3, CXCL12, DMBT1, NPY, CCL18, CCL17	340	119	19462	6.2532377656945135	0.0022966392347998354	4.5985584676605496E-4	4.52038297371032E-4
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	35	9.749303621169917	1.266644930585828E-6	PNLIPRP1, SPARC, TTYH1, PLA2G1B, CAPG, GUCA1C, THBS2, CAPN8, CAPN9, CDH3, CDH1, VILL, S100A14, PRSS3, PRSS2, S100A10, PLS1, SYT3, S100A2, GALNT3, ANXA3, AMY1C, ANXA10, SULF1, SULF2, MMP12, GJB2, VCAN, PLA2G10, CDH11, S100A6, RGN, S100P, ADAM8, MATN3	347	756	18976	2.531753655672964	7.166645579619324E-4	1.7923025767789465E-4	1.7384701672290488E-4
GOTERM_BP_DIRECT	GO:0071248~cellular response to metal ion	6	1.6713091922005572	1.7864912506144254E-6	NQO1, MT1M, MT1F, MT1G, MT1B, MT1E	340	13	19462	26.419004524886876	0.003566610174844942	5.954970835381417E-4	5.853736331179934E-4
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	16	4.456824512534819	8.214531692712623E-6	APOBEC1, PNLIPRP1, CEL, CLU, FA2H, CLPS, VSIG2, FABP6, GSTA3, LIPH, DPEP1, AOX1, PPARG, CD36, MGLL, PNLIP	340	221	19462	4.144157572531276	0.016294908750068116	0.0023470090550607495	0.0023071099011247164
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	11	3.064066852367688	1.0634316413655175E-5	SULT1B1, LGALS3, KRT19, KRT17, DHRS9, DMBT1, ELF3, KRT16, GSTA2, SPINK5, PPARG	340	101	19462	6.234187536400699	0.021044161170404863	0.0024599181772337244	0.002418099568220751
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	6	1.6713091922005572	1.1069631797551759E-5	MT1M, MT1F, MT1G, PTK6, MT1B, MT1E	340	18	19462	19.080392156862743	0.021896108569598338	0.0024599181772337244	0.002418099568220751
